id,attribute_ids
4dcd27896bfbb2fc,1046
4dd5cce47a51fcb,70 519
4dda48ffadd19126,1046
4de3cd4ed843454d,501
4de739ce49db9c8c,1046
4deb01bcf274cf7d,1046
4dee7b11a0456cc9,501
4df9512ba2d32c0c,1046
4e03f2c7c86411e3,1046
4e0e4dc0f4481658,1096
4e11f502240059ce,1046
4e133896b34d9f85,1096
4e1beb2d807943cd,1046
4e1c84cb63db4bf3,1046
4e2b38141346aa56,1046
4e2b40d0509cb1fa,1046
4e2cb9a53c2b11a9,1046
4e348537cd0134b1,501
4e3f2bbe764ace3a,1000
4e412c07b160014d,1046
4e45f651e48c3599,949
4e4bc7963df32005,551
4e52cf948a4d91e8,96
4e5b7560a182be2f,448
4e65d7e60e9040a5,1046
4e7443ec52f13c86,832
4e8641eed688a599,70
4e879704ea455db6,1046
4e8a34b1619d52e2,1046
4e8e68022788d35a,1046
4e9346e7d301674f,1046
4e947c7113976be4,1096
4e960195d8cccae9,70
4e99a3e7c088a02c,1046
4e9a1e0a87d1c295,447
4e9a58955fc44f9e,1046
4e9c99545a3b24d0,1046
4e9d41f54e23ca50,1046
4ea01173f9eb4727,501
4ea3661e6d1c69c5,501 519
4ea63ebf904f0417,1046
4ea83e31288ed9fd,1046
4ea8f830c8fed7a3,864
4eb00eb5b5718b1a,534
4eb6c687dc6eb789,519
4eb740d28920e402,501
4ec02e51191de23f,1046
4ec2824a8ede62a7,519
4ec4610d4bc5992c,70
4ec5b545eb60e070,497
4ecad7690e1d0291,501
4ed25b05265215a5,1046
4ed307e3d720a0e0,1046
4ed9524a79013120,501
4eddd5bb84879ce5,432
4edff759afdd1202,1046
4ee1b5b72fc17c5e,1046
4eec969f53e0f544,1046
4ef19c5d38d5e8ee,519
4eff6d3395a67c23,536
4eff912744d65629,949
4f040bd72ef15208,1046
4f1435898082a94b,501
4f152b16124f20b1,1046
4f1859471a64455e,501
4f1aa69d96c572d4,1046
4f1fbe01dc01e1a6,70
4f1fd767ce86e5ce,70
4f23b7a4f49418cc,1046
4f2de412081faee0,1000
4f38e1be2ed246a7,519
4f3de55c290f0d52,501
4f42b55572e24944,70 519
4f42fe81e90e848c,1022
4f478fafbc43034f,501
4f47ade671ea96e,1022
4f48b461d9e4cf3b,448
4f51b8baa4b9e160,1046
4f53dcbbfb306eea,1046
4f5adc23b1a111ab,1046
4f5af0d75bf2b48f,1046
4f6cd1b3f104e145,1046
4f719fccfb1256f2,1046
4f7326d56d127e01,448
4f7485e8fa1d921e,1046
4f775e86da513a5e,949
4f7d755c373d4532,497
4f887025a77efbca,519
4f8c8889066fe268,1022
4f8eeed0aa6a0a2d,949
4f8ef89a56bb6fe0,1046
4f95ab60aa521932,501 1046
4f9a03d2ed069f53,1022
4f9baefa9862fda6,519
4fa94032ee562d0,1046
4fa9f8464526c63c,448
4faadcafa035267a,70
4fb24676dcf9d2f7,1046
4fb5ff63a4cb2f9f,1046
4fbb287747b5d68b,1046
4fc6034a76fa3d2c,1046
4fc6650875861ed9,1046
4fcf051d5728a1f,832 1046
4fd84d207a13e6ea,761
4fd8e9ead08cf13a,1046
4fdc089e67717db4,1046
4fe2d1170a2de015,1022 1046
4fe9cc8d87ed1f8c,1022
4ff76c8cb4fdebab,70
4ffb1518a680b484,519
50051f9eb32bd55,1046
5006a3a6fe64791,1046
500cef6f120353a3,1046
501f785fc55d8440,1046
50230c98fe3d6516,501
5024530a121adabd,519
5025b29efd047b87,519
5027aed5221dc500,1046
502922d642a1a924,1046
502a71c660f6c296,1046
502ad9d3ad1442e5,519
502ddaa2209fde82,949
50308acd876262a2,949
50350b4cf2915bd0,1046
503731cc57a7dcdd,70
503aef57126dbf4b,1046
503e1c1c4be222de,1046
5048d92dadef166f,519
50601d767e4f63cd,1046
506250c5968ead4d,501
5064c7aa07db3913,1046
50698049a919ada9,70 534
506be7896b4a8fac,501
507d2acce4197c7b,501 1046
508279cbeb0225c5,1046
5082b79886d8d353,911
508cbca5f8a97bb8,1046
508f5733c179c976,1046
509b6a342fe248f9,949
50a4199b959d8ef2,519
50ab5a2aa8da2669,432
50ab708a3c4adc71,1046
50ad8df91e6a4577,949
50b452c82fcca34b,501
50c45d519ccbf59e,519 1046
50c7b29468f8d2c9,1046
50c87bd999b0938a,1046
50c9a94296e15f18,289
50ce3f63c48743cb,448
50d339cbb7bd954e,1046
50d630d379c740a1,1046
50d8cd738e3544a2,501
50daaa438a93fdb4,497
50e072645af98e41,1046
50e534f7649b4324,949
50e78ec1d959ec7d,501 1046
50ec320cd6523cce,501
50ef0e53e733e5c4,916
50ef16fcedfa22bc,1046
50f351e30082ead7,949
50fa7a2c592e2a13,534
50fc79187ef072d8,1046
50fe7a1246865b34,519
50ff1426cbb8435e,381
510896edf87e309a,949
510a9a04456c1408,1046
510b542a35fb76c4,1046
510bea366572252f,534
511121e69255c6d9,448
5113bd8c3f222701,1046
511ca25294385a8f,551
513425d2adb7876b,916
5137649d6d341a08,949
51376c39ee4fdbaf,761
513b4ecc09480c9d,1046
513bec1181347047,1046
5142da6b534ebfac,1046
5143208dfa9558d2,911
51489f43856080,1022
514b6abf065a858f,1046
514b9940e6cc11c3,1046
5156469b24bac448,1046
515772329b4b4ee,501 1046
515a127573dc8aa7,1046
516b784fed7bc5a4,501
516e262d9756326a,1046
516e70461ca9ee1f,1046
5178669aad7e38fd,1046
5179dd68f4890363,916
517da8de853e0dc9,1022
51829711ce92fedd,294
5184285a18ae99e8,618
5187ff3a26528490,1046
519466e762740632,1046
519fd4dbce2c65a8,1046
51a1c92c6594e590,432
51a6a91609b16fdb,1046
51aa4d392f9da1ca,1046
51aa6cf30b3937f4,501
51b48c2246228832,501
51b9cffacba9d07c,602
51be214374969908,1046
51c363e0c8b8e78,501
51c763009c449d25,832
51c7c75f49b653a7,1046
51cfc53ea10dd509,1046
51d3ad16247108a1,1046
51d7c13c06b1bae2,949
51dfea0ab499c86b,1022
51dffeb0a1a12c66,501 1046
51e63fe63ac74dfe,501 1041
51e79ad94ce8539,1046
51ea2debe9bcf13e,519
51ea3ec7bbc72cc2,1046
51eb095508e719de,501
51efed8f058e3853,1046
51f2387383e0a66d,916
51f2d94caf4610c4,1046
51f776f53e15e3d2,501 949
51f96fe1f6c670b5,602
51fba7e977bd3526,1046
51fc12a46e0e65a1,70
520c58fcad74a710,911
5211f373f39527c6,1046
5212f765c6f6b671,761
52150aca0f1c30ac,1046
52154e35858727e0,70
521dd5cd5e9c4940,1046
522011ebc61f9ae7,501
5220ba9800e72b34,864
52236c7523ba1165,949
5229e72559c7f3f,1046
522bc5f963ef079d,949
522e8c81f22471e,1046
522f48203d1af592,949
522f51a3a7c3c4e9,1046
52339faa348f923c,432
523834236240cfe4,334
5248c3fab3cc447c,432
524a94a7cbfb5e8a,501 1022
52538b8b4e1ff48c,519
5257b45b7ee51f73,864
526a5cd90f60581,1046
526b9d26d23e7d3,1096
526d9ffc00d5ae57,1046
5274d72cc95b2ce3,1046
527f26bdcd75cd8a,1046
5284e7b07f42aa64,949
5286a0215f94ac80,448
528908a1f85d7c7a,70
528d63a4dd5d7c84,70
5293ace899757685,1046
52940c147438b51,1046
52943746b260f08a,519 1046
5294a7ceeeddb0d9,761
529df84133d13db8,949
52a2c573a21b659b,832
52a3add2a27f8f3c,1046
52b7351fb51adb25,1046
52bc90d581e6b658,432
52c7ec5367b30d8f,1046
52d1dfa3188ed29b,1046
52d9b1a972924f3a,949
52defdcf213d4ca2,1046
52e2a1dfe6744eeb,432
52e908eaf6b8d1eb,501
52ea1f18a5085054,1046
52f3ce220ba4a912,497 1046
52fe957349bc1b2f,1046
530f66fc7ab9a914,1046
5313fa4fb04c10f1,1046
5314e4b009659333,1046
5317ac4be0a3b1c,949
531a8629e568e6d3,519
531cb998b2221c6,602 1046
531f3f30264892fc,949
53200c890e74d3f,1046
53243bf354e55333,1022
5327ea7b9bfd4daa,1046
532b6858bc26eb3b,334
532cb44fdb27c5c1,501
5330585d39ad6ad9,1096
53310b11b4adb8ab,1046
53337c080396470,1046
5345276d762b78fa,309
5346caa4e72b096c,501
534903909c9e6e76,519
534d3f3822b291ce,1046
5351b4c879c8cc5f,501
535c4f9a01899c6e,1046
535e044a58208fc,501
535e7c02ddc00719,1046
5361851a1178beb6,888
536f8caf79cb0358,864
537fd1823d69c822,501 1046
53846ad75541c937,501 1046
5395cd2714e9a8d6,432
53a4181d43707919,949
53aa712920d53368,1046
53b00fb479148d02,888
53b1ec1078fa5fac,519
53b864081ec569f9,1046
53b92f5534a8845f,70 1046
53c0d4d6e905c231,534
53ca2383d1987305,1046
53d7e361e4f7d4f6,501
53dab7e43ff463ee,1046
53db39a8858c4de4,519
53dbee43e6c2095a,501 1046
53dcd181c9bc71c9,618
53e17ed91d571585,1046
53f292d3ff7efba9,949
53fe702c1129a27f,949
53fe7a7dce243bb1,1046
54006542184d4501,864
5402df8b8acca983,1046
5404ae8868faa27f,1046
5406a8b045cc3266,949
541b98a0e205c1e1,1096
541b9f04013e7b86,1046
5422588ff728d415,1046
5428f72c19b33134,534
542a91282b8a759d,1046
542c9d2e65bfeabf,501
54357c34ae8e0e5c,1046
5437b5af3f9a8955,501 1046
543acf3a5784689a,70
5441221682c5d91b,949
544285d1e7acd8e,1046
5445a18cd8abfd7e,1046
5449bfea7cb8760d,1046
544e7c2b9e23cd49,1046
545587e3df2e063e,1046
545971d49aeecd98,501
545bb52f7592c53e,1046
545cadf5e540f34c,1046
546314499453819e,70
54668cb62327cf01,916
54686debc5b132e9,949
546a96e9064469f7,70
546efe2f1562a806,949
547442616021476a,1046
54765f08507c0a5e,70
547f3cc0e0304b89,1046
5480c56f044c88ea,1046
5484a61483dee23b,1046
5486e9da1ea26e2b,432
549130bb513030f4,1046
5494a7dd8174770f,1046
54951e128944d0df,501 1046
54974ddd4d4ec8aa,1046
5499c4a55ebc4142,501
549c485d6a6960f9,949
54b0d7f5e7ce20b3,1046
54caf5d807edd63c,501 519 1046
54ce812b7a5a2a67,1046
54d60f6c4cd04eb6,1046
54e79cae17993783,501
54eeb65fc472cbdc,949
54eebe1b19a93c23,1046
54f188c3264d67e9,1046
54f2b8568175a5cf,832
54fe11c47a4f7cef,1046
550965ed3804e6c6,1046
550c87a9086e8f1d,1046
55145328f88c1bdf,1046
5515543bc014df23,1046
5517c0ff06bfc0fb,519
551d13ec3e4eb388,949
552707bedc4f7d28,1046
552b7fc10a966f33,1022
5530f49ead82fdba,916
55327f42314adf45,1046
553685ea71ccb32,1046
55389f9ebe94ab32,1046
5540361c018b40a,1046
5548d9db8b684fd7,1046
5548e30bf38b4a0f,1046
554b06957e1cf432,1046
554edec5e703258b,1046
55514caafc3b2108,1046
5557eae2ec3604e4,1046
555de1954b27bc0f,1022
55655661e88a18bf,1046
5569168dd1002c28,467
5579b42368ee5d85,1046
557cecc9ff27f4aa,949
557f87c86fe2044e,1046
55885a41aea21e7e,832
558df26ac407aa59,1046
559758a48574fc1e,501
5597960528939caa,949
5599cb96de35e2b2,1046
559aeaede701843d,501
559b04282a691af0,1046
559e2ce11a38543c,1046
55a96e8a70e1b6a,501 1046
55ab63c80f36a401,949 1046
55b36fe0c772d451,1046
55b3be1ed374ef4b,432
55b73f6fa41a5609,501
55be6a06353feded,501
55c4c75caeed1d4f,1096
55c4ebbe02a20662,1046
55c52533e7507f1b,916
55cd8ddc85d0cc86,501
55d3b92c7c65f8e5,1046
55d826c6f52b0a4a,497
55d9a90cef54d8c,1022
55dbd841bfe60ce2,916
55e6f2624ced2795,888
55eb31427d01b5e5,1041 1046
55f54a667ccc1f0,949
56001929ef691934,1046
5606f4303c1dcddb,501
560c1b0f07ca8d57,534
5612f3587f0edeb3,1046
56199db81a5fafc0,1046
561b51dec5a1dbeb,432
561de225ddfda48a,448
562667ce98012efb,501
5626c3aca4d6409a,1046
563287db9453402d,916
563567e14b94e009,1046
56388490eac0e250,694
563d4ccc2d64f5f3,519
563fc8199c5228f7,70 501 1046
563fd1a3709afd7,916
5643c6266c445817,1046
5656006b1831b3f0,832
565de24518e01522,141
565f976bbe052d12,949
566047444ee0a4c5,70
56718a0f3a544b41,1046
5672bf4e73dd18a7,497
567307c54e9d260c,916
5676a6479b883b56,497
5677a86076084e7e,1046
567d4f458dae8202,1000
56826bbb05e903cc,1046
5683dc1af2569356,1046
5683f200f6495a08,501 1046
5684b23328a6ab67,501 1046
568822e761975313,1046
568af2b9b00b69d1,534
569af1c1e1a95f98,501
569b57fa0dd66b2f,501
56a2a64e1400918,501 519
56a492dcfcf013a7,1046
56a9a95c5243eaff,1046
56b688ca7d15e9fd,1046
56ba6d87f3eede6b,1022
56bc202da0c1e569,1046
56c13117b7bedf2b,497
56c6a5180c24bbf8,70
56c7ccb2b6a1a952,497
56c829ffaf3a0ab7,1046
56d7c60f964e6a7e,501
56db0364174ece69,916
56e00db991a04115,1046
56e5e58e5c3e9f3e,1046
56eb6a02bbb3ef65,519
56eef243b1949374,1046
56ff7b91a340956d,501
5702b84d7bbf012d,832
5703ebcf1ee9c3b2,1046
5709d6eeb94f372f,1046
570e26e8824ed70a,501
5711b6f354ac887a,1046
5713711d8cc08477,536
5715b53a3eecd36,447
572006e67cfaebd3,501
572a6ad911a802cb,70
572c4ee6400a3919,1046
572cee709b5fceb9,916
572ee1989f03c652,1046
5739e01e3acd1e9a,1046
573ec7d5d468ec73,70
5744095c95ff81f8,551
574f7ab7388b31f0,501
575c457687f2241b,1046
575ce9f5c4f8753d,949
576c53a30a9c2774,1046
576ca4c80bfc8cc9,439
576f83220b8c02b4,1046
5772e2b7f887025e,1046
577365a838e4b8d0,536
5775fab6f83f985b,1046
5777a0a4fc6c6375,1046
5783f2fc27d6666b,519 1046
5784a6b29285eb2d,411
5786e9752ab8b4e4,1046
578c1dfbe1aa6a39,1046
578f6050e6eb3c02,1046
578fc2439436f7b1,1022
579618cf24f6f934,1046
579904f5fbbd0945,1046
57a0be4fd976cfc3,501
57a8d47c593efa72,501
57b1dc9e2c9dd786,1046
57b57bb1e24b51d5,1046
57b5e30e8df10a8d,1046
57bfda8ec37a7263,1046
57c10cc022060472,501
57c4575b119017b8,519
57c530a4d290840f,519 1046
57c765bf6efba18,1046
57cb3484b944d024,1046
57d846d7e89c2dd9,949
57e6666b2e211d6d,1046
57ee7d07b99f3b,1046
57efeb6f23c4fc6,949
57f1005ae7dadd00,501 1046
57f3cc5dda6cc4ec,1022
57f5f003181f7cad,1046
57f83499983523eb,519
57f9629812b32fdc,888
57f9e4748973c859,70
57fa2e7653f458bd,864
58044fcf9700f332,398
5806e12a6d618063,1046
58080f694bc1a2dd,949
58091e116d49bbb8,1046
58139eeed630e134,1046
581b2dfdd69f4587,70
5823788b0c0b21fd,70
58297a2740acf052,949
582dd5f57afcf8e1,1046
582ed35644db0a1a,458
583443f515d6b57f,916
5837ef91f8f05aa9,70
583c4ea86a9df47,1046
583fbc29028c462b,1046
5840d15bf92ed4eb,949
5843aedd28e4360e,501
5849c104035a0c6b,876
584f11c2417ce604,96
58545b5cbfc85739,1046
585b9e1a08de1846,761
585d756bf589ea1d,1046
586671adecfe2b0b,1046
5867710ef60f1f95,1046
5868a372d9b94406,1046
5868e27c95c241ce,501
587595d8a1720583,888
587b59dd5cf336a0,1022
587e2ebf3c3f46f6,501 1046
5887002ec5caa532,96
5887e26f65dff1e,1046
589d095937595e73,432
58a47c52729fe5ed,1046
58ad9f1946b1e578,1046
58b172f3d8ff9979,761
58bd1f01be470e51,501
58be8fbf94b7a868,1046
58c4bdfb3ef51539,1046
58d1b155aa97cd32,501
58db475ef0f66cfd,949
58e55bbbc461513b,497
58e61745a1886e90,1046
58e6fc4d5bed80a4,501
58ee67987887dff5,519
58fc2dc710f3c721,1046
58fdf30fdd451b62,1046
5909d165078cac33,1046
590a31ed37fac262,1046
590e4d78f5a11e4,501
591fd59f37a90516,1046
592016030de67ee7,289
592219002c9e1055,1096
592ac976ec9efe03,1046
592ccecf1ec0b3de,501
592f9064050aa6b5,1046
59332c465eba4bb7,1046
5936ced59d9d31b0,1046
593d4aafefd5456,1046
593dcfc3911ef862,1046
59456340bbecb040,501
594aec1614819abd,501 1046
594d853a5648ab61,432
594dd90999b7551a,1046
594f81d5d168df36,618
5954d7815b4f6312,497
5955136621c39876,1022
5955615cd49f1f25,519
595628686fb9a176,519
59576677b3edd69b,432
595d6942014101ed,949
595ddb84b34c6bf,1046
5963e4213451eab1,432
596b53fe0db4595e,949
596c875a988c89f5,949
596cb5987212aac7,1022
596eca5de41bf2b7,501 1046
596f16d45ea3755d,1046
596f74f65270efcf,1022
597a3a76a79b9313,432
598402097dc06886,448
598a065dccb870d3,1046
598b9d73dc785717,289
5995ba88d8312d2d,1022
599867f4d7fe52c,1046
5998b41cfe9ce7a8,534
599a92626304eeae,1046
599c9bcd42cabd3c,70
59a7524a4e15ab4c,497
59aaf20e81bf2e77,447
59b130af00762c29,911
59b3e5a1eb5bc1f1,501
59bf9240e01cb6c7,1046
59c1bcef1fdb21fc,501
59c5fe6fa591b7a7,1046
59c660a18b58fab8,1046
59c72591126eaa86,1046
59ccf63ae42a810d,497
59d1393f08a57bfc,1046
59d3732baf5470d3,832
59d5b73a8dce8a4a,1046
59d80c2a93980fc0,501
59dbc5fdd50153fb,70
59de10d2f59d14e6,1046
59e14ff256e2ddc2,1046
59e16304558fcc08,551
59e6970849b8b75a,501
59e8d9e741410f4d,1022
59ea2c72a99b4ca9,949
59ee0ae835384092,832
59f0ec39b1ffcef7,949
59f9a7aef0f4d773,949
5a0c5b18e352fd9e,1046
5a0e2abc5b8e97aa,501
5a1ea153650b6852,501
5a23c23d2b47ac85,1046
5a2eff1779ee2143,911
5a3c39344a47b24a,1046
5a3d5c023713af00,467
5a3f397fe7a97cf9,536
5a3f6e63e87f5cc0,1046
5a538761c4b2c346,519 1046
5a567412347e4cb1,1046
5a57b41a221d9268,1046
5a60d82310c54a25,551
5a65656d787cc6d0,1046
5a670aff0495fa0,1046
5a682845431edd1c,949
5a69eb19cf9bccc2,501 1046
5a6fbfadac159394,1046
5a754b5810b1b2c4,916
5a77a881e7d8f8b8,501
5a77bd26fa405031,949
5a7e4d44875882f3,439
5a7f3e87a5a1e096,497
5a8145064a92ffd6,1046
5a8e24f7d0bf6e53,519
5a90c5142f7d3617,447
5a9ea2dbefee9d11,1046
5aa09fa580fcbdf6,497
5aac87f5bfd78ea5,1022
5aaf35e5ca4ad7df,70 1046
5ab01d28a6071369,519
5ab131c4ed0a5dd2,1022
5ab3a6774ae0f74a,949
5ab739b75f927bf4,1046
5aba4d50d02380eb,381
5abb1f1e22485cba,1046
5abc9b58206d888e,1046
5abd3ad66eae0918,1046
5ac4a35c276d2329,1046
5ac4c41d919a6131,1046
5accdebcc8582e87,501 1046
5ad0546c7f57a107,1046
5ad430a03f0f0b72,501
5ae1cba9071bcf7e,1046
5ae2b902e833afdb,832
5ae76320e1814e0e,1046
5ae8821473ed8042,888
5ae97802ee2ad2ee,916
5aeaf5917e35329e,497
5aeb048266236186,1022
5af06f0a9156f083,1046
5afd3cf899508fe3,1046
5b05e565ecde90f,1046
5b07424ecec8ecaf,501
5b07ece97a2e58a2,432
5b07fd772ca4e49f,1046
5b0dd58b035b3a10,551
5b10844453377b5e,1046
5b17562907025822,70
5b1ad346557a0486,1046
5b1cca5627dff688,70
5b21a3740e69ff6c,501
5b245d8aebc66779,949
5b261e2042646e5c,96
5b277d01c00cb0f3,1046
5b28f92d51b2efd,832
5b2c8f891e0a9f62,467
5b2e8c0a51d3a54a,1046
5b316eb27058f89,1046
5b381446fbc37e87,1046
5b39219074cdbbb,447
5b3ba099b20d1dcc,1046
5b424f1fd2b267ed,1046
5b4aac16505b67d1,70 501 1046
5b4e79deadfeb554,309
5b4f108eefbb2d17,1046
5b4f31163daa492,1046
5b4fa4fb99cd3bd3,1046
5b5347c22f1c221c,501
5b59bb131c0ec779,501
5b65778ca537d6e5,1046
5b6cce8d0d7fd8f0,1046
5b772d8887bac933,70
5b819d8b9cd3b1e2,1046
5b83dd64fc7ecf42,519
5b8e7f7632235246,501 1046
5b92c0adc68a6cb1,1046
5b9302caa7059388,501
5b9416e18d723a3e,1046
5b9d5307a6cee727,1046
5ba10562129d12c,448
5ba6ef27f890567a,916
5baa23ca206cc384,1046
5baf37d14f4417be,1046
5bb1956cd258c99c,501 1046
5bb81ab6367a5e8b,519
5bc709d4f8abfa6f,70
5bc89fba2fcd881e,1046
5bcc3a0272bad57d,1046
5be2f4dfff8eb57f,949
5be7b3d2d146787e,70 501
5bf263735398ae09,1046
5bf27ab34dbc0a32,916
5bf5b1b54eed74b2,1046
5bf6e0a7167d0cbd,448
5bf89eacac97c35e,70
5bffc4b7c211f12b,1046
5c0672f9320ab3bf,501
5c07389384cb305b,1046
5c08d2c025f6ba02,1046
5c09719fa436a5a4,458
5c18a4a62fcf29a4,1046
5c28a33d58ccc6df,501
5c2d0543a5f73215,551
5c3370d343c62bbb,1046
5c3444e82e214630,501
5c40e40a05ca3db3,501
5c41fb9a447ac398,949
5c48ded9a8bfe246,551
5c4d32c2b8fdca5,888
5c5a6d33e8685c46,519
5c5a7cce925f00cc,1046
5c5aca91598dc9cb,1046
5c5e92b543db12a8,761
5c60c1cfcd1bf00d,501
5c644d1efba25f22,432
5c67c619c7afbf5e,1046
5c6e4c31c6b78303,916
5c7208142fc99cc7,949
5c7351bb89b7784c,1022
5c759348f804c68d,501 519 1046
5c7c689209910a5c,1046
5c7ccfe378d92cfa,916
5c7dada5b286bef7,501
5c7e7e8319cef8fe,1046
5c876f22ed8706ee,1046
5c8d22163fadc3f1,949
5c9a517782821f7d,888
5c9d15711826c286,501
5c9eea12a21c821b,1046
5ca728a05a6ac51f,497
5ca8653ab415ccbf,1046
5cb313a4ab2d6937,70
5cbec18834c04665,497
5cc36b8fe310a015,1046
5cca3789dfb8e8,70
5ccf33e137cb13a3,501 519
5cdf0c122c5dea43,447
5ce05013ca253a00,501
5ce3608fa99c4275,949
5ce38bc7b3fc644b,309
5ce803cbcde65f1a,1022
5cea17bae8402b1d,534
5ceab4641592b7b1,949
5cec4a3f0fb5d1d6,519
5cee8516e04940a4,832
5cf29eaef63f726e,432
5cf63ea5231e9d64,1046
5cf780a0bf44e4a4,501
5cf85736130367,1046
5d06245251a3f6e5,467
5d0a64917abbbbe8,1046
5d0b6f51b4dab539,294
5d0fd65e2170c240,697
5d12c03dcc83f93f,70
5d1640ac45104fe2,70
5d172e5ca617564e,949
5d1819257d7a9cbf,888
5d18ab2d9751867d,949
5d18ea852d3a79ab,1046
5d198df79818a729,1046
5d1f31b02bd2a887,949
5d2096f590d2987c,70
5d241127d4dff868,1046
5d2ac034231a5586,832
5d2fdb1187623a7d,1046
5d317b888344ee88,534
5d32271155ccd4fe,1046
5d34c63a9dfd96be,501
5d3bd0826dc55024,70
5d3d638f59c0e774,1046
5d4084a7da59e2e9,1046
5d41dba3784fad0b,864
5d4878784d869a9f,1046
5d4ba51aa41d6ff8,1046
5d4de3ba88ca56bc,519
5d568b3904066b20,689
5d5904a808c4b81d,949
5d604c7081ae04b9,949
5d653339e3651e11,501
5d67c5f3fa31e69d,1046
5d683cd5ad3cdd11,1046
5d6d832fd5dd4c56,1046
5d7455c7baa00bd0,1046
5d8292f6431e613d,70 534
5d87ce3ff62e312e,551
5d8db9b41bd818f4,1046
5d94a9d3350c6bd3,1046
5d996fffad549a13,501
5d9aac2cb6c04060,536
5d9c2cbf2fb8715c,1096
5d9ce671a4524c16,1046
5daf3895806e19bb,1046
5db1cb7cd0c7294,1046
5db2119085ad70dd,1046
5db3db7f2362935f,501
5db44e032156ef05,519
5dba431cbee28fc5,534
5dbc4f205f505d4a,1046
5dbca20a1ebec628,1046
5dc609dadc63e838,70
5dd10627c060554b,1046
5dd32eafef8573ce,519
5dd4f011480ad1da,70
5dd83b52a5c00e6c,1046
5ddb5b185ddb8dec,916
5de10a94c4fbbf05,1022 1046
5e0672d1ac48ce76,1046
5e07332147848108,1046
5e0cd7abd9f4010c,1046
5e0e72229b46df4e,44
5e131e86f7fd3ef6,439
5e132f136c77acb,70
5e16fb13763f1fd3,1046
5e1febf8182c5cfc,501
5e2402609c1d88a5,1046
5e2525e123420a40,949
5e283e426d527353,1046
5e305391d6b9c2d8,1046
5e32cb69975a8b79,1046
5e36e3369df77695,1046
5e41ce049bfdadb4,70 916 1022
5e436075e92dfc03,1046
5e4cd0ab05c33245,1046
5e58fe2b4ddae4d9,1046
5e590df26c357536,70
5e5a37fbb30950e1,1046
5e5bfe302e75bedd,765
5e5fb1b163b6b0b9,1046
5e623e0a302669f6,949
5e62d02b150a327,1046
5e630ff7b922f3c7,519
5e6366a61b1af95b,949
5e67db507919c778,519
5e6e489f23e6eeb,1046
5e7449506c916b9e,334
5e81193e26e3dc02,1046
5e93f41eba75c34e,1046
5ea7783e2424a759,1046
5eb5f6ecf4141869,501
5eb9e3cf07ec9144,1046
5ec893d89fff270c,1046
5ece01c3d1216df8,501 1041
5ed10959cc0e85b1,1022
5ed24a12103d1d6,1022
5ed2fe1b7eb92da6,765
5edde71c3d3843c9,497
5ede192b35412,309
5edec28160dba2b4,501
5ee66b80a225858,1046
5ee9205bc002b621,96
5eed19eab585d519,1046
5ef008d190ac90d6,70
5ef6e8369b727cb8,501
5f026c69586a42ac,501
5f0d0b04b0422043,1046
5f1110816b598a31,1046
5f1dc0b5adf16713,519
5f28d31a31f1125e,70 1046
5f2e5f16b5f30861,534
5f3ae85bd62595db,497
5f3b37e50698b024,70
5f40fac0d9e4033c,1046
5f4134f473dbb24a,949
5f4f3773c73c5e62,96
5f4fd1d8b55f7954,501
5f54d8f809b6e7c6,519
5f55d4213c51eeb7,497
5f5d4780a2cc758e,501
5f60b8e79eb06b26,70
5f6512b75ee5177f,949
5f679ef5330e4ba2,1022
5f68295f67419056,1046
5f6a51b7e0ed49f5,501
5f6f2b615fd2fd6a,916
5f6fb71067e80316,501 1046
5f71264f921cc0be,1046
5f7195deda6a2c36,1046
5f77bf0a258e003e,1046
5f79660eee571fc2,1046
5f8090cf09d97777,1046
5f8271c3993b181c,1046
5f8935a3248e2c1,1046
5f8bba922cf26ead,888
5f8d135829bb7073,1046
5f8ed036086531e6,501
5f91e4b326173fa0,1046
5f93181907c80036,1046
5f9363599e2ce924,1046
5f95abed4c2c8d7c,1046
5f9f2e8b3e8369bb,1046
5f9f78b9dc3aa086,519 1046
5fa21559f0a89cfa,949
5faca434de19c078,1046
5faf543af4116d40,949
5fb4b4bee6a5a549,70 1046
5fb87650c1518c3b,1046
5fb8c6d7389d6197,694
5fb9a934de93d8f4,70
5fbb5f2bac56764f,1046
5fbba781cc43d683,448
5fc3a78efffbb5fd,1096
5fc4123de9f3aa30,1096
5fc5eae9fb96f26,432
5fd1f65a4b880c0a,888
5fd3315ba5fbc1cd,916
5fdd2d77b45ccc37,1046
5fe33dda2d025d07,497
5fe89bc5bb9ffda,141
5fee35094e80cf1,1046
5fefc7ba0b6df7c4,1046
5ff13c2bcec79a3e,916
5ffe5e2069981bf6,439
60040effe43bbc0b,1046
600aec62aa05f43e,1046
600ed7925b441d08,1046
6026e5dde5a6e803,1046
60335443e6b53db5,1046
6035180789aee2b2,761
6038699e8b9efc4e,1046
603bef328c25ea1d,864
603fd426df0ccec,949
6040410d8a756120,1046
604ca1333e749328,497
60508f439b1d06c,1046
60517a1524ab4a6c,864
60520bdbf5c5ced0,761
6053c4321b0bdcc4,1046
605bfed149161032,70
605d906d623f7d2c,501
605dcfa8d69e19c5,1046
605e0d4399d0269,949
605fe23d2603430,864
6063b7df412ec8db,501
606ad3aed0f04418,1046
606b47e1ec3a75,398
606b98aed20eb7bc,1046
606c0eb05c4e9d8c,1046
606d756455b2cd44,501
